step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,type_CASH_OUT,type_DEBIT,type_PAYMENT,type_TRANSFER,isFraud
343,1103296,1103296,0,0,1103296,1,0,0,0,1
449,1065394,1065394,0,0,1065394,1,0,0,0,1
390,1089744,1089744,0,0,1089744,1,0,0,0,1
389,1090226,1090226,0,0,1090226,1,0,0,0,1
467,1074273,1074273,0,0,1074273,1,0,0,0,1
249,1086485,1086485,0,0,1086485,1,0,0,0,1
297,1115930,1115930,0,0,1115930,1,0,0,0,1
567,56790,56790,0,0,0,0,0,0,1,1
293,57613,57613,0,0,0,0,0,0,1,1
345,59136,59136,0,0,0,0,0,0,1,1
503,57025,57025,0,0,0,0,0,0,1,1
382,58823,58823,0,0,0,0,0,0,1,1
569,56608,56608,0,0,0,0,0,0,1,1
448,57097,57097,0,0,0,0,0,0,1,1
306,56153,56153,0,0,0,0,0,0,1,1
529,232718,232718,0,0,0,0,0,0,1,1
486,233038,233038,0,0,0,0,0,0,1,1
357,234666,234666,0,0,0,0,0,0,1,1
301,231302,231302,0,0,0,0,0,0,1,1
489,233018,233018,0,0,0,0,0,0,1,1
304,235447,235447,0,0,0,0,0,0,1,1
567,232445,232445,0,0,0,0,0,0,1,1
352,234767,234767,0,0,0,0,0,0,1,1
359,188650,188650,0,464185,652835,1,0,0,0,1
318,168433,168433,0,451462,619895,1,0,0,0,1
282,191091,191091,0,475209,666300,1,0,0,0,1
328,166421,166421,0,448515,614937,1,0,0,0,1
314,180694,180694,0,522402,703095,1,0,0,0,1
217,188079,188079,0,480227,668305,1,0,0,0,1
287,217536,217536,0,408429,625965,1,0,0,0,1
192,193157,193157,0,488746,681903,1,0,0,0,1
139,827571,827571,0,256096,1419573,1,0,0,0,1
210,692014,692014,0,444024,1158927,1,0,0,0,1
195,703208,703208,0,427479,1186259,1,0,0,0,1
217,901869,901869,0,187092,1279227,1,0,0,0,1
97,830510,830510,0,257520,1448978,1,0,0,0,1
469,853363,853363,0,257730,1257635,1,0,0,0,1
136,864798,864798,0,217920,1365193,1,0,0,0,1
155,873649,873649,0,210560,1344669,1,0,0,0,1
361,165819,134187,0,152494,452466,1,0,0,0,1
352,164732,130849,0,148701,457130,1,0,0,0,1
84,131675,31957,0,41558,596141,1,0,0,0,1
57,135739,38725,0,43083,590263,1,0,0,0,1
147,138493,50312,0,57176,569649,1,0,0,0,1
224,178443,149248,0,147007,449271,1,0,0,0,1
44,125861,12549,0,16319,622741,1,0,0,0,1
30,125019,16024,0,24618,611889,1,0,0,0,1
614,93240,93240,0,0,0,0,0,0,1,1
681,92198,92198,0,0,0,0,0,0,1,1
530,91948,91948,0,0,0,0,0,0,1,1
596,93525,93525,0,0,0,0,0,0,1,1
556,93274,93274,0,0,0,0,0,0,1,1
573,93884,93884,0,0,0,0,0,0,1,1
429,94492,94492,0,0,0,0,0,0,1,1
604,91920,91920,0,0,0,0,0,0,1,1
468,95475,95475,0,0,95475,1,0,0,0,1
503,103412,103412,0,0,103412,1,0,0,0,1
549,100903,100903,0,0,100903,1,0,0,0,1
401,100249,100249,0,0,100249,1,0,0,0,1
315,101169,101169,0,0,101169,1,0,0,0,1
566,99964,99964,0,0,99964,1,0,0,0,1
507,99316,99316,0,0,99316,1,0,0,0,1
501,96127,96127,0,0,96127,1,0,0,0,1
562,82912,82912,0,0,0,0,0,0,1,1
450,84863,84863,0,0,0,0,0,0,1,1
655,84215,84215,0,0,0,0,0,0,1,1
373,85082,85082,0,0,0,0,0,0,1,1
693,84265,84265,0,0,0,0,0,0,1,1
249,84676,84676,0,0,0,0,0,0,1,1
670,83968,83968,0,0,0,0,0,0,1,1
695,84319,84319,0,0,0,0,0,0,1,1
481,430361,430361,0,0,0,0,0,0,1,1
675,429271,429271,0,0,0,0,0,0,1,1
646,429381,429381,0,0,0,0,0,0,1,1
650,430508,430508,0,0,0,0,0,0,1,1
599,429658,429658,0,0,0,0,0,0,1,1
613,425998,425998,0,0,0,0,0,0,1,1
616,426173,426173,0,0,0,0,0,0,1,1
720,429342,429342,0,0,0,0,0,0,1,1
306,30624,30624,0,314439,345063,1,0,0,0,1
436,29746,29746,0,286967,316713,1,0,0,0,1
390,20691,20691,0,293240,313931,1,0,0,0,1
111,22825,22825,0,352188,375013,1,0,0,0,1
220,27173,27173,0,331143,358316,1,0,0,0,1
136,23817,23817,0,347387,371204,1,0,0,0,1
458,33843,33843,0,284128,317971,1,0,0,0,1
287,29834,29834,0,318261,348096,1,0,0,0,1
421,582671,582671,0,0,0,0,0,0,1,1
43,581938,581938,0,0,0,0,0,0,1,1
187,581467,581467,0,0,0,0,0,0,1,1
58,583825,583825,0,0,0,0,0,0,1,1
234,575953,575953,0,0,0,0,0,0,1,1
51,582128,582128,0,0,0,0,0,0,1,1
216,581196,581196,0,0,0,0,0,0,1,1
73,582573,582573,0,0,0,0,0,0,1,1
184,748795,748795,0,0,0,0,0,0,1,1
235,750589,750589,0,0,0,0,0,0,1,1
570,762902,762902,0,0,0,0,0,0,1,1
285,751875,751875,0,0,0,0,0,0,1,1
321,753810,753810,0,0,0,0,0,0,1,1
378,756730,756730,0,0,0,0,0,0,1,1
345,754921,754921,0,0,0,0,0,0,1,1
268,756617,756617,0,0,0,0,0,0,1,1
269,3126481,3126481,0,0,0,0,0,0,1,1
403,3272876,3272876,0,0,0,0,0,0,1,1
364,3195792,3195792,0,0,0,0,0,0,1,1
255,3170340,3170340,0,0,0,0,0,0,1,1
204,3217356,3217356,0,0,0,0,0,0,1,1
266,3136915,3136915,0,0,0,0,0,0,1,1
121,3263552,3263552,0,0,0,0,0,0,1,1
201,3228249,3228249,0,0,0,0,0,0,1,1
431,489759,489759,0,0,0,0,0,0,1,1
529,495726,495726,0,0,0,0,0,0,1,1
241,492756,492756,0,0,0,0,0,0,1,1
361,495132,495132,0,0,0,0,0,0,1,1
352,486680,486680,0,0,0,0,0,0,1,1
359,484056,484056,0,0,0,0,0,0,1,1
480,492757,492757,0,0,0,0,0,0,1,1
345,483372,483372,0,0,0,0,0,0,1,1
524,6380924,6380924,0,0,0,0,0,0,1,1
528,6372349,6372349,0,0,0,0,0,0,1,1
209,6918883,6918883,0,0,0,0,0,0,1,1
195,6467820,6467820,0,0,0,0,0,0,1,1
498,6431865,6431865,0,0,0,0,0,0,1,1
376,6670156,6670156,0,0,0,0,0,0,1,1
451,6520710,6520710,0,0,0,0,0,0,1,1
189,6458062,6458062,0,0,0,0,0,0,1,1
603,927000,927000,0,0,0,0,0,0,1,1
349,935409,935409,0,0,0,0,0,0,1,1
570,924202,924202,0,0,0,0,0,0,1,1
693,937043,937043,0,0,0,0,0,0,1,1
522,934082,934082,0,0,0,0,0,0,1,1
594,933538,933538,0,0,0,0,0,0,1,1
336,936232,936232,0,0,0,0,0,0,1,1
645,930469,930469,0,0,0,0,0,0,1,1
78,1399202,1399202,0,0,0,0,0,0,1,1
167,1398660,1398660,0,0,0,0,0,0,1,1
302,1395601,1395601,0,0,0,0,0,0,1,1
421,1392906,1392906,0,0,0,0,0,0,1,1
487,1387445,1387445,0,0,0,0,0,0,1,1
405,1427386,1427386,0,0,0,0,0,0,1,1
198,1406960,1406960,0,0,0,0,0,0,1,1
319,1418888,1418888,0,0,0,0,0,0,1,1
430,966436,966436,0,0,0,0,0,0,1,1
241,974832,974832,0,0,0,0,0,0,1,1
421,966976,966976,0,0,0,0,0,0,1,1
397,975184,975184,0,0,0,0,0,0,1,1
698,989598,989598,0,0,0,0,0,0,1,1
338,971894,971894,0,0,0,0,0,0,1,1
632,986461,986461,0,0,0,0,0,0,1,1
613,985551,985551,0,0,0,0,0,0,1,1
630,115093,115093,0,0,0,0,0,0,1,1
309,113934,113934,0,0,0,0,0,0,1,1
651,115388,115388,0,0,0,0,0,0,1,1
654,115488,115488,0,0,0,0,0,0,1,1
566,114982,114982,0,0,0,0,0,0,1,1
534,120022,120022,0,0,0,0,0,0,1,1
599,116668,116668,0,0,0,0,0,0,1,1
510,115080,115080,0,0,0,0,0,0,1,1
78,19996,19996,0,0,0,0,0,0,1,1
251,18552,18552,0,0,0,0,0,0,1,1
346,18185,18185,0,0,0,0,0,0,1,1
99,20165,20165,0,0,0,0,0,0,1,1
177,18837,18837,0,0,0,0,0,0,1,1
193,18975,18975,0,0,0,0,0,0,1,1
598,19634,19634,0,0,0,0,0,0,1,1
514,19611,19611,0,0,0,0,0,0,1,1
737,177561,177561,0,7573220,7750781,1,0,0,0,1
738,184078,184078,0,7431104,7615182,1,0,0,0,1
709,183423,183423,0,7194916,7378339,1,0,0,0,1
527,291753,291753,0,6667771,6959524,1,0,0,0,1
598,526882,526882,0,6673243,7200126,1,0,0,0,1
617,149304,149304,0,7168917,7318221,1,0,0,0,1
738,187165,187165,0,7363794,7550959,1,0,0,0,1
522,705891,705891,0,6387717,7093608,1,0,0,0,1
147,108104,108104,0,2269132,2377236,1,0,0,0,1
66,240901,240901,0,2081109,2322010,1,0,0,0,1
450,258666,258666,0,2138050,2396716,1,0,0,0,1
130,126758,126758,0,2242832,2369589,1,0,0,0,1
97,222544,222544,0,2118148,2340692,1,0,0,0,1
147,332195,332195,0,1949351,2281546,1,0,0,0,1
164,352430,352430,0,1920147,2272577,1,0,0,0,1
60,201240,201240,0,2137816,2339056,1,0,0,0,1
130,783658,783658,0,0,0,0,0,0,1,1
331,786559,786559,0,0,0,0,0,0,1,1
104,783235,783235,0,0,0,0,0,0,1,1
300,793649,793649,0,0,0,0,0,0,1,1
313,783912,783912,0,0,0,0,0,0,1,1
317,786521,786521,0,0,0,0,0,0,1,1
65,785503,785503,0,0,0,0,0,0,1,1
151,785858,785858,0,0,0,0,0,0,1,1
243,143320,143320,0,802382,969929,1,0,0,0,1
24,143227,143227,0,815049,1020018,1,0,0,0,1
46,140068,140068,0,819620,1018640,1,0,0,0,1
178,143239,143239,0,805853,984181,1,0,0,0,1
110,143153,143153,0,809494,999135,1,0,0,0,1
276,123927,123927,0,875842,1011677,1,0,0,0,1
41,141053,141053,0,820993,1019428,1,0,0,0,1
723,156388,156388,0,841638,999419,1,0,0,0,1
442,82712,82712,0,0,0,0,0,0,1,1
599,83278,83278,0,0,0,0,0,0,1,1
456,83313,83313,0,0,0,0,0,0,1,1
515,83164,83164,0,0,0,0,0,0,1,1
402,82692,82692,0,0,0,0,0,0,1,1
563,82949,82949,0,0,0,0,0,0,1,1
519,83121,83121,0,0,0,0,0,0,1,1
558,82869,82869,0,0,0,0,0,0,1,1
442,202526,202526,0,0,202526,1,0,0,0,1
588,204216,204216,0,0,204216,1,0,0,0,1
464,191118,191118,0,0,191118,1,0,0,0,1
491,198271,198271,0,0,198271,1,0,0,0,1
493,198201,198201,0,0,198201,1,0,0,0,1
494,197684,197684,0,0,197684,1,0,0,0,1
454,204896,204896,0,0,204896,1,0,0,0,1
489,196558,196558,0,0,196558,1,0,0,0,1
59,50885,50885,0,0,0,0,0,0,1,1
200,51334,51334,0,0,0,0,0,0,1,1
615,48882,48882,0,0,0,0,0,0,1,1
546,49183,49183,0,0,0,0,0,0,1,1
92,50185,50185,0,0,0,0,0,0,1,1
271,50117,50117,0,0,0,0,0,0,1,1
91,51109,51109,0,0,0,0,0,0,1,1
377,51238,51238,0,0,0,0,0,0,1,1
628,3020486,3020486,0,0,0,0,0,0,1,1
309,2904352,2904352,0,0,0,0,0,0,1,1
315,2906701,2906701,0,0,0,0,0,0,1,1
426,2997607,2997607,0,0,0,0,0,0,1,1
615,3021644,3021644,0,0,0,0,0,0,1,1
204,2959544,2959544,0,0,0,0,0,0,1,1
678,3010927,3010927,0,0,0,0,0,0,1,1
586,3023622,3023622,0,0,0,0,0,0,1,1
37,328698,328698,0,332682,661381,1,0,0,0,1
169,271353,271353,0,371207,642561,1,0,0,0,1
128,288337,288337,0,360876,649213,1,0,0,0,1
591,348611,348611,0,271400,620010,1,0,0,0,1
37,328007,328007,0,334490,662498,1,0,0,0,1
119,292186,292186,0,358535,650721,1,0,0,0,1
73,311330,311330,0,346890,658220,1,0,0,0,1
86,328855,328855,0,331439,660294,1,0,0,0,1
216,3274023,3274023,0,115690,3389713,1,0,0,0,1
257,3343408,3343408,0,116673,3460081,1,0,0,0,1
254,3473119,3473119,0,60232,3533351,1,0,0,0,1
294,3082836,3082836,0,201826,3284661,1,0,0,0,1
398,3389117,3389117,0,51620,3440737,1,0,0,0,1
237,3135041,3135041,0,201597,3336638,1,0,0,0,1
93,3300931,3300931,0,193804,3494735,1,0,0,0,1
148,3308004,3308004,0,167061,3475065,1,0,0,0,1
313,799014,799014,0,82800,881815,1,0,0,0,1
417,798269,798269,0,64046,862315,1,0,0,0,1
173,795565,795565,0,109475,905040,1,0,0,0,1
288,746065,746065,0,142505,888570,1,0,0,0,1
403,798367,798367,0,66500,864867,1,0,0,0,1
181,795796,795796,0,110903,906700,1,0,0,0,1
159,790857,790857,0,118206,909063,1,0,0,0,1
209,782588,782588,0,119296,901885,1,0,0,0,1
373,155951,155951,0,123732,279684,1,0,0,0,1
361,170510,170510,0,112020,282529,1,0,0,0,1
330,174205,174205,0,111274,285479,1,0,0,0,1
291,178980,178980,0,110311,289292,1,0,0,0,1
398,168563,168563,0,106205,274768,1,0,0,0,1
69,191481,191481,0,150221,267902,1,0,0,0,1
354,171393,171393,0,111841,283235,1,0,0,0,1
302,173993,173993,0,122272,277212,1,0,0,0,1
374,10000000,12744729,6090415,0,0,0,0,0,1,1
645,10000000,10417394,10377938,0,0,0,0,0,1,1
626,10000000,10556765,10200832,0,0,0,0,0,1,1
469,10000000,14385386,5813622,0,0,0,0,0,1,1
194,10000000,13966753,5915370,0,0,0,0,0,1,1
648,10000000,10685991,10046540,0,0,0,0,0,1,1
454,10000000,11708870,7959133,0,0,0,0,0,1,1
684,10000000,14722155,5088222,0,0,0,0,0,1,1
492,5786,5786,0,109408,115195,1,0,0,0,1
143,33094,33094,0,109436,142529,1,0,0,0,1
28,31266,31266,0,82050,113316,1,0,0,0,1
13,28163,28163,0,95799,123962,1,0,0,0,1
27,31195,31195,0,82364,113559,1,0,0,0,1
24,27589,27589,0,102944,130533,1,0,0,0,1
472,6642,6642,0,109105,115747,1,0,0,0,1
330,12757,12757,0,106939,119696,1,0,0,0,1
276,692100,692100,0,0,0,0,0,0,1,1
402,706718,706718,0,0,0,0,0,0,1,1
179,702349,702349,0,0,0,0,0,0,1,1
142,711574,711574,0,0,0,0,0,0,1,1
357,683470,683470,0,0,0,0,0,0,1,1
232,708801,708801,0,0,0,0,0,0,1,1
75,728322,728322,0,0,0,0,0,0,1,1
255,694316,694316,0,0,0,0,0,0,1,1
374,63498,63498,0,146913,210411,1,0,0,0,1
423,38777,38777,0,158538,197315,1,0,0,0,1
383,58292,58292,0,151020,209312,1,0,0,0,1
385,55290,55290,0,167414,222703,1,0,0,0,1
315,85386,85386,0,107185,192571,1,0,0,0,1
313,44117,44117,0,133655,177772,1,0,0,0,1
412,44895,44895,0,159218,204113,1,0,0,0,1
469,14710,14710,0,155861,170571,1,0,0,0,1
107,610301,610301,0,644832,1255133,1,0,0,0,1
104,438388,438388,0,634646,1073034,1,0,0,0,1
255,613908,613908,0,794775,1408683,1,0,0,0,1
175,604945,604945,0,743926,1348872,1,0,0,0,1
166,648755,648755,0,546336,1195090,1,0,0,0,1
90,595598,595598,0,684660,1280258,1,0,0,0,1
185,606107,606107,0,750516,1356622,1,0,0,0,1
407,456869,456869,0,580710,1037579,1,0,0,0,1
289,43331,43331,0,4255709,4299040,1,0,0,0,1
141,30931,30931,0,4770370,4801301,1,0,0,0,1
287,37577,37577,0,4671953,4709530,1,0,0,0,1
263,43003,43003,0,4308971,4351973,1,0,0,0,1
157,29009,29009,0,4781127,4810136,1,0,0,0,1
52,103781,103781,0,4765076,4868857,1,0,0,0,1
601,33556,33556,0,4609865,4643422,1,0,0,0,1
588,33718,33718,0,4612364,4646083,1,0,0,0,1
350,225868,225868,0,0,0,0,0,0,1,1
415,226805,226805,0,0,0,0,0,0,1,1
290,227189,227189,0,0,0,0,0,0,1,1
407,224923,224923,0,0,0,0,0,0,1,1
352,229329,229329,0,0,0,0,0,0,1,1
486,224615,224615,0,0,0,0,0,0,1,1
338,227943,227943,0,0,0,0,0,0,1,1
356,226364,226364,0,0,0,0,0,0,1,1
84,1985757,1985757,0,11358,1997115,1,0,0,0,1
453,2001749,2001749,0,18252,2020001,1,0,0,0,1
289,1954645,1954645,0,28265,1982909,1,0,0,0,1
137,1999110,1999110,0,12363,2011473,1,0,0,0,1
266,1989969,1989969,0,17082,2007051,1,0,0,0,1
193,1961634,1961634,0,23749,1985383,1,0,0,0,1
58,1976840,1976840,0,15779,1992619,1,0,0,0,1
401,2065843,2065843,0,408,2066251,1,0,0,0,1
311,175226,175226,0,0,175226,1,0,0,0,1
506,157317,157317,0,0,157317,1,0,0,0,1
180,168126,168126,0,0,168126,1,0,0,0,1
269,165556,165556,0,16026,181582,1,0,0,0,1
201,167615,167615,0,0,167615,1,0,0,0,1
228,165918,165918,0,8474,174392,1,0,0,0,1
173,173753,173753,0,0,173753,1,0,0,0,1
469,153386,153386,0,0,153386,1,0,0,0,1
471,4594535,4594535,0,0,4594535,1,0,0,0,1
472,4590690,4590690,0,0,4590690,1,0,0,0,1
530,4389204,4389204,0,13984,4403189,1,0,0,0,1
539,4365028,4365028,0,16904,4381932,1,0,0,0,1
167,4463756,4463756,0,317344,4781100,1,0,0,0,1
600,4300127,4300127,0,0,4300127,1,0,0,0,1
282,4543103,4543103,0,76136,4619239,1,0,0,0,1
466,4627729,4627729,0,0,4627729,1,0,0,0,1
521,7448878,7448878,0,99726,7548605,1,0,0,0,1
136,7100684,7100684,0,177857,7278541,1,0,0,0,1
140,7105737,7105737,0,175810,7281547,1,0,0,0,1
180,7184438,7184438,0,30239,7108318,1,0,0,0,1
385,7185187,7185187,0,59212,7244399,1,0,0,0,1
122,7080292,7080292,0,186115,7266407,1,0,0,0,1
432,7260170,7260170,0,66268,7326438,1,0,0,0,1
133,7096478,7096478,0,179560,7276038,1,0,0,0,1
456,10000000,10000000,0,0,10000000,1,0,0,0,1
655,10000000,10000000,0,0,10000000,1,0,0,0,1
715,10000000,10000000,0,0,10000000,1,0,0,0,1
539,10000000,10000000,0,0,10000000,1,0,0,0,1
646,10000000,10000000,0,0,10000000,1,0,0,0,1
662,10000000,10000000,0,0,10000000,1,0,0,0,1
586,10000000,10000000,0,0,10000000,1,0,0,0,1
674,10000000,10000000,0,0,10000000,1,0,0,0,1
379,2111123,2111123,0,0,0,0,0,0,1,1
221,2095500,2095500,0,0,0,0,0,0,1,1
631,2110955,2110955,0,0,0,0,0,0,1,1
367,2111549,2111549,0,0,0,0,0,0,1,1
196,2104588,2104588,0,0,0,0,0,0,1,1
176,2111985,2111985,0,0,0,0,0,0,1,1
329,2095741,2095741,0,0,0,0,0,0,1,1
383,2111001,2111001,0,0,0,0,0,0,1,1
468,1308885,1308885,0,0,0,0,0,0,1,1
606,1307673,1307673,0,0,0,0,0,0,1,1
674,1304505,1304505,0,0,0,0,0,0,1,1
548,1308903,1308903,0,0,0,0,0,0,1,1
533,1307166,1307166,0,0,0,0,0,0,1,1
521,1309494,1309494,0,0,0,0,0,0,1,1
647,1302970,1302970,0,0,0,0,0,0,1,1
632,1302059,1302059,0,0,0,0,0,0,1,1
567,309078,309078,0,218051,527129,1,0,0,0,1
387,331656,331656,0,238592,570248,1,0,0,0,1
105,282529,282529,0,232030,514559,1,0,0,0,1
173,309213,309213,0,218424,527637,1,0,0,0,1
300,338756,338756,0,144576,492058,1,0,0,0,1
128,270587,270587,0,238059,508647,1,0,0,0,1
100,285414,285414,0,230573,515987,1,0,0,0,1
685,351716,351716,0,256552,608268,1,0,0,0,1
663,3013684,3013684,0,0,0,0,0,0,1,1
488,2950705,2950705,0,0,0,0,0,0,1,1
594,3002955,3002955,0,0,0,0,0,0,1,1
554,3020719,3020719,0,0,0,0,0,0,1,1
335,3039734,3039734,0,0,0,0,0,0,1,1
583,2978542,2978542,0,0,0,0,0,0,1,1
589,3002665,3002665,0,0,0,0,0,0,1,1
478,2995320,2995320,0,0,0,0,0,0,1,1
573,296267,296267,0,2678780,2975047,1,0,0,0,1
400,321500,321500,0,2764235,3085735,1,0,0,0,1
271,110333,110333,0,2710207,2820541,1,0,0,0,1
650,200393,200393,0,2726975,2927368,1,0,0,0,1
491,382165,382165,0,2623525,3005690,1,0,0,0,1
571,155399,155399,0,2734875,2890275,1,0,0,0,1
558,312437,312437,0,2668378,2980816,1,0,0,0,1
220,403097,403097,0,2781738,3184836,1,0,0,0,1
488,887643,887643,0,0,0,0,0,0,1,1
429,885424,885424,0,0,0,0,0,0,1,1
342,889638,889638,0,0,0,0,0,0,1,1
499,882030,882030,0,0,0,0,0,0,1,1
495,909227,909227,0,0,0,0,0,0,1,1
495,911470,911470,0,0,0,0,0,0,1,1
537,880039,880039,0,0,0,0,0,0,1,1
507,881605,881605,0,0,0,0,0,0,1,1
214,14870,14870,0,0,0,0,0,0,1,1
87,13616,13616,0,0,0,0,0,0,1,1
184,15513,15513,0,0,0,0,0,0,1,1
294,16881,16881,0,0,0,0,0,0,1,1
131,14404,14404,0,0,0,0,0,0,1,1
243,15035,15035,0,0,0,0,0,0,1,1
536,15024,15024,0,0,0,0,0,0,1,1
185,14277,14277,0,0,0,0,0,0,1,1
170,25309,25309,0,925936,951245,1,0,0,0,1
368,36383,36383,0,951080,987463,1,0,0,0,1
220,14029,14029,0,962564,976594,1,0,0,0,1
158,28333,28333,0,916584,944917,1,0,0,0,1
187,20924,20924,0,939498,960422,1,0,0,0,1
161,27511,27511,0,919126,946637,1,0,0,0,1
292,29668,29668,0,917356,947024,1,0,0,0,1
374,48961,48961,0,934347,983308,1,0,0,0,1
251,611860,611860,0,0,611860,1,0,0,0,1
230,616893,616893,0,0,616893,1,0,0,0,1
487,589752,589752,0,23987,613739,1,0,0,0,1
222,574860,574860,0,0,574860,1,0,0,0,1
283,602222,602222,0,0,602222,1,0,0,0,1
245,584400,584400,0,0,584400,1,0,0,0,1
230,578188,578188,0,0,578188,1,0,0,0,1
347,605278,605278,0,0,605278,1,0,0,0,1
296,21497,21497,0,0,0,0,0,0,1,1
234,21483,21483,0,0,0,0,0,0,1,1
372,21299,21299,0,0,0,0,0,0,1,1
170,20512,20512,0,0,0,0,0,0,1,1
327,21350,21350,0,0,0,0,0,0,1,1
146,20407,20407,0,0,0,0,0,0,1,1
30,22750,22750,0,0,0,0,0,0,1,1
63,22593,22593,0,0,0,0,0,0,1,1
450,438281,438281,0,0,0,0,0,0,1,1
167,433075,433075,0,0,0,0,0,0,1,1
436,434893,434893,0,0,0,0,0,0,1,1
604,429630,429630,0,0,0,0,0,0,1,1
464,430531,430531,0,0,0,0,0,0,1,1
470,430428,430428,0,0,0,0,0,0,1,1
437,435079,435079,0,0,0,0,0,0,1,1
618,429546,429546,0,0,0,0,0,0,1,1
152,308612,308612,0,0,0,0,0,0,1,1
235,298819,298819,0,0,0,0,0,0,1,1
238,298529,298529,0,0,0,0,0,0,1,1
235,298285,298285,0,0,0,0,0,0,1,1
138,309910,309910,0,0,0,0,0,0,1,1
107,294265,294265,0,0,0,0,0,0,1,1
102,294069,294069,0,0,0,0,0,0,1,1
65,304330,304330,0,0,0,0,0,0,1,1
96,4448190,4448190,0,397010,4845200,1,0,0,0,1
289,4666210,4666210,0,546565,5212775,1,0,0,0,1
65,4288519,4288519,0,632142,4920661,1,0,0,0,1
484,4503514,4503514,0,4001,4507515,1,0,0,0,1
179,4318513,4318513,0,498067,4816580,1,0,0,0,1
67,4458730,4458730,0,352362,4811092,1,0,0,0,1
59,4079226,4079226,0,672686,4751912,1,0,0,0,1
247,4590251,4590251,0,573862,5164113,1,0,0,0,1
78,743098,743098,0,0,0,0,0,0,1,1
95,745025,745025,0,0,0,0,0,0,1,1
244,750475,750475,0,0,0,0,0,0,1,1
67,735847,735847,0,0,0,0,0,0,1,1
130,745832,745832,0,0,0,0,0,0,1,1
100,743247,743247,0,0,0,0,0,0,1,1
96,743220,743220,0,0,0,0,0,0,1,1
134,746012,746012,0,0,0,0,0,0,1,1
483,620321,620321,0,0,0,0,0,0,1,1
386,627020,627020,0,0,0,0,0,0,1,1
525,617423,617423,0,0,0,0,0,0,1,1
281,625471,625471,0,0,0,0,0,0,1,1
451,622508,622508,0,0,0,0,0,0,1,1
417,621622,621622,0,0,0,0,0,0,1,1
361,617724,617724,0,0,0,0,0,0,1,1
374,622690,622690,0,0,0,0,0,0,1,1
409,18166,18166,0,0,0,0,0,0,1,1
475,18037,18037,0,0,0,0,0,0,1,1
445,18034,18034,0,0,0,0,0,0,1,1
348,17910,17910,0,0,0,0,0,0,1,1
229,18636,18636,0,0,0,0,0,0,1,1
345,17902,17902,0,0,0,0,0,0,1,1
520,18041,18041,0,0,0,0,0,0,1,1
421,18031,18031,0,0,0,0,0,0,1,1
153,216591,216591,0,503001,719592,1,0,0,0,1
698,319070,319070,0,559372,878442,1,0,0,0,1
316,282909,282909,0,494747,777656,1,0,0,0,1
206,261322,261322,0,516168,777489,1,0,0,0,1
232,263246,263246,0,513659,776906,1,0,0,0,1
114,244901,244901,0,520486,765387,1,0,0,0,1
375,290871,290871,0,486207,777078,1,0,0,0,1
557,303573,303573,0,551444,855017,1,0,0,0,1
206,5482387,5482387,0,29185,5511572,1,0,0,0,1
409,5616681,5616681,0,55695,5672375,1,0,0,0,1
578,5660921,5660921,0,159289,5820210,1,0,0,0,1
465,5481076,5481076,0,187386,5668462,1,0,0,0,1
232,5484737,5484737,0,42598,5527335,1,0,0,0,1
208,5375177,5375177,0,139689,5514866,1,0,0,0,1
610,5823217,5823217,0,108932,5932149,1,0,0,0,1
658,5975480,5975480,0,69597,6045077,1,0,0,0,1
457,51775,51775,0,0,51775,1,0,0,0,1
647,56569,56569,0,0,56569,1,0,0,0,1
557,56260,56260,0,0,56260,1,0,0,0,1
641,57717,57717,0,0,57717,1,0,0,0,1
372,59353,59353,0,0,59353,1,0,0,0,1
647,56668,56668,0,0,56668,1,0,0,0,1
450,58040,58040,0,0,58040,1,0,0,0,1
380,59216,59216,0,0,59216,1,0,0,0,1
277,3304653,3304653,0,0,0,0,0,0,1,1
248,3403424,3403424,0,0,0,0,0,0,1,1
283,3406571,3406571,0,0,0,0,0,0,1,1
554,3331648,3331648,0,0,0,0,0,0,1,1
526,3320762,3320762,0,0,0,0,0,0,1,1
355,3253963,3253963,0,0,0,0,0,0,1,1
215,3298334,3298334,0,0,0,0,0,0,1,1
269,3220538,3220538,0,0,0,0,0,0,1,1
574,2585103,2585103,0,0,0,0,0,0,1,1
179,2511367,2511367,0,0,0,0,0,0,1,1
657,2531687,2531687,0,0,0,0,0,0,1,1
585,2564442,2564442,0,0,0,0,0,0,1,1
443,2543045,2543045,0,0,0,0,0,0,1,1
256,2521800,2521800,0,0,0,0,0,0,1,1
637,2556695,2556695,0,0,0,0,0,0,1,1
470,2547268,2547268,0,0,0,0,0,0,1,1
259,187028,187028,0,208927,395954,1,0,0,0,1
282,174324,174324,0,188107,362431,1,0,0,0,1
128,169064,169064,0,174372,343436,1,0,0,0,1
75,167241,167241,0,169613,336855,1,0,0,0,1
376,183882,183882,0,207273,391155,1,0,0,0,1
466,179901,179901,0,206702,386603,1,0,0,0,1
230,159220,159220,0,221991,381211,1,0,0,0,1
309,194579,194579,0,194520,389099,1,0,0,0,1
76,732036,732036,0,0,0,0,0,0,1,1
101,740428,740428,0,0,0,0,0,0,1,1
112,744017,744017,0,0,0,0,0,0,1,1
175,746511,746511,0,0,0,0,0,0,1,1
119,746110,746110,0,0,0,0,0,0,1,1
234,749653,749653,0,0,0,0,0,0,1,1
289,752433,752433,0,0,0,0,0,0,1,1
